ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
197,2025-01-15,02:36,Запись в продлёнку,Школа-лицей №1,Актюбинская,Обслужен,11,Ж,КИОСК,2025-01-15,Да,,Гимназия
198,2025-04-05,16:33,Зачисление в 1 класс,Школа-лицей №2,Актюбинская,Обслужен,11,М,Веб,2025-04-05,Да,,Школа
199,2024-07-11,07:04,Запись в продлёнку,Школа-лицей №1,г. Алматы,Записан,16,Ж,КИОСК,,Да,,Гимназия
200,2025-01-31,15:25,Зачисление в 1 класс,Школа-лицей №10,г. Алматы,Обслужен,11,Ж,Через школу,2025-01-31,Да,,Школа
201,2024-12-31,05:05,Перевод из другой школы,Школа-лицей №9,Карагандинская,Отменено,16,Ж,Мобильное приложение,,Нет,По желанию,Гимназия
202,2024-08-19,17:59,Перевод из другой школы,Школа-лицей №8,Алматинская,Отменено,14,М,КИОСК,,Да,Отменено учреждением,Школа
203,2025-01-02,04:20,Запрос справки,Школа-лицей №8,г. Алматы,Записан,7,Ж,Мобильное приложение,,Да,,Школа
204,2025-05-15,16:54,Запрос справки,Школа-лицей №6,Актюбинская,Записан,14,Ж,КИОСК,,Нет,,Гимназия
205,2024-07-15,16:16,Перевод из другой школы,Школа-лицей №6,Алматинская,Записан,9,М,Мобильное приложение,,Да,,Школа
206,2024-07-15,11:58,Запрос справки,Школа-лицей №9,Алматинская,Отменено,14,М,Веб,,Нет,Не явился,Школа-лицей
207,2025-05-19,00:35,Запись в продлёнку,Школа-лицей №9,Туркестанская,Обслужен,15,М,Мобильное приложение,2025-05-19,Да,,Школа-лицей
208,2024-11-22,19:08,Зачисление в 1 класс,Школа-лицей №8,Туркестанская,Обслужен,11,М,Мобильное приложение,2024-11-22,Да,,Школа
209,2025-06-19,08:37,Запись в продлёнку,Школа-лицей №9,г. Астана,Обслужен,14,М,КИОСК,2025-06-19,Да,,Школа
210,2024-09-22,02:40,Перевод из другой школы,Школа-лицей №6,Актюбинская,Записан,14,Ж,Веб,,Да,,Школа
211,2025-02-04,18:49,Запрос справки,Школа-лицей №3,Актюбинская,Отменено,14,М,Мобильное приложение,,Нет,Системная ошибка,Гимназия
212,2025-02-14,17:00,Запрос справки,Школа-лицей №10,г. Астана,Обслужен,6,М,Веб,2025-02-14,Да,,Гимназия
213,2024-11-28,02:22,Запрос справки,Школа-лицей №4,Алматинская,Отменено,16,М,Через школу,,Да,Не явился,Школа-лицей
214,2025-01-31,18:59,Перевод из другой школы,Школа-лицей №7,Карагандинская,Отменено,17,М,Мобильное приложение,,Да,Отменено учреждением,Школа-лицей
215,2025-01-08,09:57,Запись в продлёнку,Школа-лицей №4,Карагандинская,Обслужен,11,Ж,КИОСК,2025-01-08,Да,,Школа-лицей
216,2025-06-17,08:47,Перевод из другой школы,Школа-лицей №6,Алматинская,Обслужен,11,М,Через школу,2025-06-17,Да,,Школа
217,2024-09-06,03:06,Запрос справки,Школа-лицей №8,г. Алматы,Записан,6,Ж,Через школу,,Да,,Школа
218,2025-03-24,01:58,Перевод из другой школы,Школа-лицей №6,Алматинская,Обслужен,9,М,Через школу,2025-03-24,Да,,Гимназия
219,2024-09-19,21:13,Запись в продлёнку,Школа-лицей №8,Карагандинская,Отменено,7,Ж,Через школу,,Нет,Системная ошибка,Гимназия
220,2024-11-19,23:56,Запрос справки,Школа-лицей №1,г. Астана,Записан,15,Ж,КИОСК,,Нет,,Школа
221,2025-03-06,00:13,Запись в продлёнку,Школа-лицей №3,Карагандинская,Обслужен,12,Ж,Веб,2025-03-06,Да,,Школа-лицей
222,2024-10-13,09:04,Зачисление в 1 класс,Школа-лицей №10,Алматинская,Записан,14,Ж,Веб,,Да,,Гимназия
223,2024-10-19,16:38,Запись в продлёнку,Школа-лицей №9,Карагандинская,Обслужен,15,М,Мобильное приложение,2024-10-19,Да,,Школа
224,2025-06-17,01:39,Запись в продлёнку,Школа-лицей №6,Карагандинская,Обслужен,11,М,Мобильное приложение,2025-06-17,Да,,Гимназия
225,2024-06-22,17:57,Запись в продлёнку,Школа-лицей №9,г. Астана,Записан,8,Ж,Через школу,,Да,,Школа
226,2025-02-15,06:47,Перевод из другой школы,Школа-лицей №6,Алматинская,Отменено,12,Ж,КИОСК,,Да,,Школа-лицей
227,2024-07-27,21:43,Запись в продлёнку,Школа-лицей №1,Карагандинская,Отменено,7,Ж,КИОСК,,Нет,,Школа-лицей
228,2025-01-13,23:29,Запрос справки,Школа-лицей №10,Алматинская,Записан,6,Ж,Мобильное приложение,,Да,,Школа
229,2025-01-01,14:12,Перевод из другой школы,Школа-лицей №1,Алматинская,Обслужен,7,М,Веб,2025-01-01,Да,,Школа-лицей
230,2024-08-09,15:52,Запрос справки,Школа-лицей №7,г. Алматы,Отменено,9,Ж,Через школу,,Нет,Системная ошибка,Гимназия
231,2025-05-27,19:36,Перевод из другой школы,Школа-лицей №9,Карагандинская,Обслужен,13,Ж,КИОСК,2025-05-27,Да,,Школа
232,2025-05-26,17:19,Запись в продлёнку,Школа-лицей №9,Карагандинская,Обслужен,16,Ж,Через школу,2025-05-26,Да,,Школа
233,2024-11-09,09:36,Перевод из другой школы,Школа-лицей №5,Алматинская,Записан,10,Ж,Мобильное приложение,,Да,,Школа-лицей
234,2024-08-19,03:16,Запись в продлёнку,Школа-лицей №6,Алматинская,Обслужен,17,Ж,КИОСК,2024-08-19,Да,,Школа
235,2025-05-08,18:08,Запись в продлёнку,Школа-лицей №7,Карагандинская,Обслужен,8,Ж,Веб,2025-05-08,Да,,Школа-лицей
236,2025-03-19,02:30,Зачисление в 1 класс,Школа-лицей №6,Туркестанская,Обслужен,17,Ж,Мобильное приложение,2025-03-19,Да,,Школа
237,2025-02-11,13:52,Запрос справки,Школа-лицей №9,Актюбинская,Записан,7,М,Мобильное приложение,,Нет,,Гимназия
238,2025-02-27,21:24,Перевод из другой школы,Школа-лицей №4,г. Астана,Записан,11,Ж,Веб,,Нет,,Школа
239,2024-06-22,19:55,Перевод из другой школы,Школа-лицей №7,Актюбинская,Обслужен,13,Ж,Мобильное приложение,2024-06-22,Да,,Школа-лицей
240,2025-05-02,17:08,Запрос справки,Школа-лицей №5,Актюбинская,Записан,7,М,Веб,,Нет,,Школа-лицей
241,2024-10-13,14:46,Перевод из другой школы,Школа-лицей №1,Туркестанская,Обслужен,8,Ж,Веб,2024-10-13,Да,,Школа
242,2024-07-29,19:46,Запрос справки,Школа-лицей №10,Алматинская,Записан,11,Ж,Через школу,,Да,,Школа
243,2024-09-29,23:52,Запись в продлёнку,Школа-лицей №5,г. Алматы,Обслужен,11,М,Через школу,2024-09-29,Да,,Гимназия
244,2025-05-30,09:26,Запрос справки,Школа-лицей №3,г. Астана,Обслужен,10,М,Мобильное приложение,2025-05-30,Да,,Гимназия
245,2025-04-03,10:45,Запись в продлёнку,Школа-лицей №7,Алматинская,Отменено,12,М,Мобильное приложение,,Нет,Отменено учреждением,Школа-лицей
