ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
128,2023-08-02,Жилищный вопрос,Аренда,Карагандинская,38,Ж,На рассмотрении,2023-08-31,0,,Акимат города,Физическое лицо,Лично,Казахский,Нет,Телефон,Высокая,Жалоба,Земельный вопрос
129,2023-12-14,Образование,ВУЗы,Актюбинская,23,Ж,Отклонено,2024-01-09,4,20.0,ЦОН,Физическое лицо,Почта,Русский,Да,Телефон,Высокая,Вопрос,Земельный вопрос
130,2025-03-19,Жилищный вопрос,Снос жилья,Туркестанская,54,М,Рассмотрено,2025-04-22,2,8.0,МОН РК,Физическое лицо,Почта,Казахский,Нет,Телефон,Низкая,Предложение,Электроснабжение
131,2023-07-14,Труд и занятость,Безработица,г. Астана,18,М,Рассмотрено,2023-08-10,2,16.0,ЦОН,Юридическое лицо,Почта,Казахский,Да,Портал,Средняя,Вопрос,Медицина
132,2025-03-06,ЖКХ,Водоснабжение,Западно-Казахстанская,49,Ж,В работе,2025-04-14,0,,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Нет,Телефон,Высокая,Жалоба,Социальные пособия
133,2024-02-20,ЖКХ,Электричество,Северо-Казахстанская,89,М,В работе,2024-03-08,0,,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Нет,Портал,Высокая,Благодарность,Медицина
134,2024-04-26,Труд и занятость,Трудовые споры,г. Алматы,51,М,На рассмотрении,2024-05-30,2,0.0,ЦОН,Юридическое лицо,Лично,Казахский,Да,Бумажное письмо,Высокая,Предложение,Социальные пособия
135,2024-01-13,Жилищный вопрос,Снос жилья,Мангистауская,71,М,Рассмотрено,2024-02-05,1,24.0,ЦОН,Физическое лицо,Лично,Казахский,Нет,Телефон,Низкая,Благодарность,Электроснабжение
136,2023-08-10,Образование,ВУЗы,Мангистауская,34,Ж,В работе,2023-09-12,0,,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Средняя,Вопрос,Медицина
137,2023-11-30,Жилищный вопрос,Ипотека,Восточно-Казахстанская,64,Ж,Отклонено,2023-12-07,2,10.0,Министерство здравоохранения,Физическое лицо,Почта,Казахский,Нет,Портал,Средняя,Жалоба,Образование
138,2025-05-29,Жилищный вопрос,Снос жилья,Туркестанская,68,Ж,Рассмотрено,2025-06-03,4,14.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Email,Высокая,Предложение,Медицина
139,2024-09-02,Здравоохранение,Медикаменты,Карагандинская,68,М,На рассмотрении,2024-10-04,2,23.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Портал,Низкая,Предложение,Социальные пособия
140,2025-04-30,ЖКХ,Отопление,Туркестанская,47,Ж,Отклонено,2025-05-27,3,23.0,МОН РК,Физическое лицо,Веб-сайт,Русский,Да,Портал,Средняя,Предложение,Земельный вопрос
141,2024-12-28,Здравоохранение,Медикаменты,Туркестанская,34,М,На рассмотрении,2025-01-31,1,23.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Высокая,Благодарность,Медицина
142,2024-02-19,Образование,Школы,г. Алматы,86,Ж,Рассмотрено,2024-03-17,2,10.0,МОН РК,Юридическое лицо,Лично,Русский,Да,Телефон,Средняя,Предложение,Медицина
143,2023-12-02,Труд и занятость,Охрана труда,г. Алматы,60,Ж,На рассмотрении,2023-12-19,1,24.0,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Низкая,Вопрос,Социальные пособия
144,2024-11-10,Образование,Детсады,Туркестанская,40,М,Отклонено,2024-12-14,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Да,Бумажное письмо,Средняя,Предложение,Социальные пособия
